,Unnamed: 0,CamId,Filename,S_Spring,S_Summer,S_Fall,S_Winter,D_Night,D_Twilight,D_Sunrise,D_Sunset,D_Day,D_FullDaylight,I_Height,I_Width,I_LowestSky,I_Low09Sky,TimeStamp,DQ_TimeDiffers,IQ_Empty,IQ_Noise,Conds,Fog,Rain,Snow,Hail,Thunder
4164,44801,3396,20130709_200843.jpg,0,1,0,0,0,0,0,1,1,0,960,1280,484,482,20:20+1,48,0,7.129.675.276.591.600,Scattered Clouds,0,0,0,0,0
4165,50857,21510,20130807_233208.jpg,0,1,0,0,0,0,0,1,1,0,480,640,216,213,18:09-7,97,0,6.993.594.096.169.560,Overcast,0,0,0,0,1
4166,57211,11160,20131025_135318.jpg,0,0,1,0,0,0,0,1,1,0,480,640,233,232,16:20+0,147,0,0.1853252773131942,Mostly Cloudy,0,0,0,0,0
4167,93591,684,20140223_194145.jpg,0,0,0,1,0,0,0,1,1,0,720,1280,523,505,13:54-5,47,0,0.4136554348898584,Partly Cloudy,0,0,0,0,0
4168,68689,65,20131018_003315.jpg,0,0,1,0,0,0,0,1,1,0,720,1280,425,420,17:35-7,2,0,0.3458216754298268,Clear,0,0,0,0,0
4169,30643,17218,20130805_231025.jpg,0,1,0,0,0,0,0,1,1,0,600,960,310,310,20:00-4,50,0,5,14E-01,Unknown,0,0,0,0,0
4170,74122,17244,20121224_130555.jpg,0,0,0,1,0,0,0,1,1,0,480,640,157,142,04:48-6,137,0,36.967.650.566.490.000,Clear,0,0,0,0,0
4171,27840,21511,20140713_013148.jpg,0,1,0,0,0,0,0,1,1,0,480,640,231,226,18:32-7,1,0,3.305.917.040.053.980,Mostly Cloudy,0,0,0,0,0
4172,34837,11160,20130722_175313.jpg,0,1,0,0,0,0,0,1,1,0,480,640,233,232,20:20+0,147,0,0.6419855924665008,Partly Cloudy,0,0,0,0,0
4173,27284,861,20140713_033554.jpg,0,1,0,0,0,0,0,1,1,0,480,640,164,163,19:54-7,41,0,0.3458216754298349,Light Rain,0,1,0,0,1
4174,56996,11331,20141010_144131.jpg,0,0,1,0,0,0,0,1,1,0,665,857,181,180,17:20+1,99,0,1,17E-14,Mostly Cloudy,0,0,0,0,0
4175,37420,3395,20110728_163729.jpg,0,1,0,0,0,0,0,1,1,0,485,974,277,275,19:00+0,143,0,0.24407103623977555,,0,0,0,0,0
4176,49360,3297,20130711_040124.jpg,0,1,0,0,0,0,0,1,1,0,412,550,242,236,20:00-8,1,0,0.3209927962332569,Mostly Cloudy,0,0,0,0,0
4177,8837,8438,20130405_114638.jpg,1,0,0,0,0,0,0,1,1,0,600,800,271,267,05:53-6,7,0,1,29E+02,Clear,0,0,0,0,0
4178,13060,4584,20130324_050652.jpg,1,0,0,0,0,0,0,1,1,0,480,640,246,245,06:20+2,46,0,0.4384843140864324,Clear,0,0,0,0,0
4179,91111,5020,20140819_201535.jpg,0,0,0,1,0,0,0,1,1,0,480,640,247,243,18:00-3,45,0,0.7098193519265368,Clear,0,0,0,0,0
4180,22571,65,20130523_130312.jpg,1,0,0,0,0,0,0,1,1,0,720,1280,425,420,05:15-7,48,0,0.2961639170366932,Clear,0,0,0,0,0
4181,71078,5020,20140322_214547.jpg,0,0,1,0,0,0,0,1,1,0,480,640,247,243,22:00-3,195,0,0.04965775839314682,Clear,0,0,0,0,0
4182,10452,11331,20140525_181129.jpg,1,0,0,0,0,0,0,1,1,0,665,857,181,180,20:00+1,49,0,1,54E-01,Scattered Clouds,0,0,0,0,0
4183,44915,7233,20130806_190146.jpg,0,1,0,0,0,0,0,1,1,0,720,1280,258,247,19:20+1,41,0,0.8140051135203262,Thunderstorm,0,0,0,0,1
4184,40550,11160,20130620_165312.jpg,0,1,0,0,0,0,0,1,1,0,480,640,233,232,19:20+0,147,0,0.6377678367405616,Mostly Cloudy,0,0,0,0,0
4185,21449,3396,20140325_180834.jpg,1,0,0,0,0,0,0,1,1,0,960,1280,484,482,18:20+1,48,0,1.902.464.873.194.600,Partly Cloudy,0,0,0,0,0
4186,6676,4679,20140524_181023.jpg,1,0,0,0,0,0,0,1,1,0,480,640,188,185,20:00+1,50,0,0.04300488026346876,Scattered Clouds,0,0,0,0,0
4187,60941,9112,20131013_161927.jpg,0,0,1,0,0,0,0,1,1,0,480,640,265,262,16:20+0,1,0,28.658.889.202.248.800,Mostly Cloudy,0,0,0,0,0
4188,18769,19388,20130522_184410.jpg,1,0,0,0,0,0,0,1,1,0,960,1280,396,393,21:20+1,96,0,0.3458216754298267,Clear,0,0,0,0,0
4189,84641,4584,20130118_160658.jpg,0,0,0,1,0,0,0,1,1,0,480,640,246,245,17:20+2,46,0,4.189.299.718.777.000,Scattered Clouds,0,0,0,0,0
4190,49242,9708,20110804_200519.jpg,0,1,0,0,0,0,0,1,1,0,960,1280,133,129,19:17+0,48,0,24.828.239.260.002.100,Light Rain Showers,0,1,0,0,0
4191,52106,10066,20130927_162734.jpg,0,0,1,0,0,0,0,1,1,0,480,640,278,268,15:55+1,92,0,0.6006439317354855,Mostly Cloudy,0,0,0,0,0
4192,3195,11331,20140304_154120.jpg,1,0,0,0,0,0,0,1,1,0,665,857,181,180,18:20+1,99,0,1,17E-14,Clear,0,0,0,0,0
4193,27929,17218,20130822_221019.jpg,0,1,0,0,0,0,0,1,1,0,600,960,310,310,19:00-4,50,0,5,85E-16,Unknown,0,0,0,0,0
4194,5177,65,20140323_013308.jpg,1,0,0,0,0,0,0,1,1,0,720,1280,425,420,18:35-7,2,0,0.3276456743629458,Clear,0,0,0,0,0
4195,70961,10066,20131022_142729.jpg,0,0,1,0,0,0,0,1,1,0,480,640,278,268,17:00+1,93,0,0.14232039704974056,Mostly Cloudy,0,0,0,0,0
4196,61834,3396,20140902_153847.jpg,0,0,1,0,0,0,0,1,1,0,960,1280,484,482,19:00+1,142,0,10.317.034.648.208.700,Partly Cloudy,0,0,0,0,0
4197,1754,861,20140408_023548.jpg,1,0,0,0,0,0,0,1,1,0,480,640,164,163,18:54-7,41,0,0.4136554348898619,Clear,0,0,0,0,0
4198,92975,3888,20130227_171229.jpg,0,0,0,1,0,0,0,1,1,0,240,320,69,68,18:00+0,48,0,0.4413650948207361,Mostly Cloudy,0,0,0,0,0
4199,9893,19388,20130302_144404.jpg,1,0,0,0,0,0,0,1,1,0,960,1280,396,393,17:20+1,96,0,0.3209927962332738,Mostly Cloudy,0,0,0,0,0
4200,72429,4801,20111114_144002.jpg,0,0,1,0,0,0,0,1,1,0,480,640,243,241,16:25+1,45,0,5,14E-01,Light Freezing Fog,1,0,0,0,0
4201,39070,11160,20130717_165318.jpg,0,1,0,0,0,0,0,1,1,0,480,640,233,232,19:20+0,147,0,0.6395504700627671,Unknown,0,0,0,0,0
4202,47074,3888,20130811_174401.jpg,0,1,0,0,0,0,0,1,1,0,240,320,69,68,18:30+0,46,0,0.4972300730130167,Partly Cloudy,0,0,0,0,0
4203,17529,4584,20130414_173651.jpg,1,0,0,0,0,0,0,1,1,0,480,640,246,245,18:50+2,46,0,37.322.257.421.216.700,Mostly Cloudy,0,0,0,0,0
4204,84867,65,20131211_010310.jpg,0,0,0,1,0,0,0,1,1,0,720,1280,425,420,17:15-7,48,0,276.945.418.417.292,Clear,0,0,0,0,0
4205,41030,260,20130708_011454.jpg,0,1,0,0,0,0,0,1,1,0,720,1280,337,325,19:27-5,47,0,1.167.697.228.281.710,Clear,0,0,0,0,0
4206,32596,65,20130802_030314.jpg,0,1,0,0,0,0,0,1,1,0,720,1280,425,420,19:15-7,48,0,21.622.767.880.975.200,Clear,0,0,0,0,0
4207,36728,22788,20140602_212729.jpg,0,1,0,0,0,0,0,1,1,0,800,1280,357,351,20:50+1,97,0,0.2622470373066741,Clear,0,0,0,0,0
4208,36841,7233,20130805_183144.jpg,0,1,0,0,0,0,0,1,1,0,720,1280,258,247,20:20+1,49,0,0.02482887919657498,Partly Cloudy,0,0,0,0,0
4209,37364,3837,20130806_154534.jpg,0,1,0,0,0,0,0,1,1,0,480,640,124,119,19:00+0,195,0,0.3954794338229669,,0,0,0,0,0
4210,73173,162,20131021_233831.jpg,0,0,1,0,0,0,0,1,1,0,720,1280,521,513,16:52-6,46,0,0.4384843140864215,Scattered Clouds,0,0,0,0,0
4211,5727,10870,20130519_193759.jpg,1,0,0,0,0,0,0,1,1,0,480,640,185,183,19:50+1,47,0,0.9944601460260316,Clear,0,0,0,0,0
4212,47756,260,20130606_224456.jpg,0,1,0,0,0,0,0,1,1,0,720,1280,337,325,19:23-5,99,0,0.4000234340897006,Overcast,0,0,0,0,0
4213,29779,10066,20130623_184626.jpg,0,1,0,0,0,0,0,1,1,0,480,640,278,268,23:00+1,194,0,0.3391687973001263,Mist,0,0,0,0,0
4214,75783,3297,20131226_000112.jpg,0,0,0,1,0,0,0,1,1,0,412,550,242,236,16:00-8,1,0,0.13566751892005074,Overcast,0,0,0,0,0
4215,67509,10870,20131016_170807.jpg,0,0,1,0,0,0,0,1,1,0,480,640,185,183,17:20+1,48,0,15.207.368.539.615.600,Clear,0,0,0,0,0
4216,16944,3395,20110330_170728.jpg,1,0,0,0,0,0,0,1,1,0,485,974,277,275,18:00+0,53,0,0.4351578750215697,,0,0,0,0,0
4217,54981,10870,20130920_180808.jpg,0,0,1,0,0,0,0,1,1,0,480,640,185,183,18:20+1,48,0,26.690.405.199.745.200,Partly Cloudy,0,0,0,0,0
4218,60518,19106,20131004_223647.jpg,0,0,1,0,0,0,0,1,1,0,480,640,256,255,20:00-5,144,0,1.252.608.841.396.520,,0,0,0,0,0
4219,11625,10917,20120331_155414.jpg,1,0,0,0,0,0,0,1,1,0,960,1280,959,959,18:20+0,146,0,0.5989807122030609,Clear,0,0,0,0,0
4220,48064,4584,20130828_173653.jpg,0,1,0,0,0,0,0,1,1,0,480,640,246,245,18:50+2,46,0,8.236.343.034.161.310,Clear,0,0,0,0,0
4221,16531,3396,20140419_153840.jpg,1,0,0,0,0,0,0,1,1,0,960,1280,484,482,19:00+1,142,0,12.218.989.869.415.800,Scattered Clouds,0,0,0,0,0
4222,8687,10066,20130304_164633.jpg,1,0,0,0,0,0,0,1,1,0,480,640,278,268,16:55+1,51,0,0.25315903677322704,Clear,0,0,0,0,0
4223,94153,21511,20130123_000558.jpg,0,0,0,1,0,0,0,1,1,0,480,640,231,226,14:45-7,140,0,6.102.428.395.076.230,Mostly Cloudy,0,0,0,0,0
4224,2452,11160,20130430_155314.jpg,1,0,0,0,0,0,0,1,1,0,480,640,233,232,18:20+0,147,0,0.16049639811663285,Scattered Clouds,0,0,0,0,0
4225,78076,18590,20130122_230931.jpg,0,0,0,1,0,0,0,1,1,0,480,640,280,268,14:52-6,137,0,1,49E+02,Partly Cloudy,0,0,0,0,0
4226,90170,24325,20131222_003847.jpg,0,0,0,1,0,0,0,1,1,0,768,1024,418,409,16:53-7,45,0,0.9017975073694268,Clear,0,0,0,0,0
4227,4513,6798,20130331_185356.jpg,1,0,0,0,0,0,0,1,1,0,480,640,352,350,19:30-1,97,0,0.04965775839314577,Scattered Clouds,0,0,0,0,0
4228,69115,3837,20140928_152224.jpg,0,0,1,0,0,0,0,1,1,0,480,640,124,119,17:00+0,98,0,0.5493229538099,,0,0,0,0,0
4229,59983,3888,20130902_174226.jpg,0,0,1,0,0,0,0,1,1,0,240,320,69,68,18:30+0,48,0,0.1944132778466416,Clear,0,0,0,0,0
4230,79950,10066,20130207_161636.jpg,0,0,0,1,0,0,0,1,1,0,480,640,278,268,19:00+1,104,0,0.3458216754298241,Partly Cloudy,0,0,0,0,0
4231,47055,19388,20130624_184411.jpg,0,1,0,0,0,0,0,1,1,0,960,1280,396,393,21:20+1,96,0,0.32431923529810314,Clear,0,0,0,0,0
4232,66993,6798,20131021_165355.jpg,0,0,1,0,0,0,0,1,1,0,480,640,352,350,17:30-1,97,0,0.13566751892004605,Clear,0,0,0,0,0
4233,4175,6798,20130528_193954.jpg,1,0,0,0,0,0,0,1,1,0,480,640,352,350,19:30-1,51,0,0.046331319328299904,Partly Cloudy,0,0,0,0,0
4234,2390,19388,20130429_164412.jpg,1,0,0,0,0,0,0,1,1,0,960,1280,396,393,19:20+1,96,0,0.345821675429831,Partly Cloudy,0,0,0,0,0
4235,6001,19388,20130406_154412.jpg,1,0,0,0,0,0,0,1,1,0,960,1280,396,393,18:20+1,96,0,0.4136554348898723,Unknown,0,0,0,0,0
4236,86694,65,20131219_010308.jpg,0,0,0,1,0,0,0,1,1,0,720,1280,425,420,17:15-7,48,0,7.463.886.412.123.020,Clear,0,0,0,0,0
4237,5460,8438,20130404_004634.jpg,1,0,0,0,0,0,0,1,1,0,600,800,271,267,18:53-6,7,0,0.04633131932830112,Clear,0,0,0,0,0
4238,68606,19388,20130928_144402.jpg,0,0,1,0,0,0,0,1,1,0,960,1280,396,393,17:20+1,96,0,0.5063180735464434,Clear,0,0,0,0,0
4239,12606,21511,20130411_030554.jpg,1,0,0,0,0,0,0,1,1,0,480,640,231,226,17:43-7,142,0,0.9787192673628956,Scattered Clouds,0,0,0,0,0
4240,42796,858,20140621_093254.jpg,0,1,0,0,0,0,0,1,1,0,480,640,278,278,21:53-10,99,0,10.374.650.262.894.500,Mostly Cloudy,0,0,0,0,0
4241,77741,4584,20131218_160704.jpg,0,0,0,1,0,0,0,1,1,0,480,640,246,245,17:20+2,47,0,46.894.425.693.528.400,Mostly Cloudy,0,0,0,0,0
4242,66704,9730,20130322_175715.jpg,0,0,1,0,0,0,0,1,1,0,480,640,182,179,18:00-4,243,0,0.43848431408641975,,0,0,0,0,0
4243,20672,8953,20130517_174304.jpg,1,0,0,0,0,0,0,1,1,0,960,1280,594,586,20:20+1,97,0,0.4384843140864416,Scattered Clouds,0,0,0,0,0
4244,74093,204,20140209_221954.jpg,0,0,0,1,0,0,0,1,1,0,480,704,369,366,13:54-6,145,0,0.3706505546263941,Clear,0,0,0,0,0
4245,53007,260,20140915_234457.jpg,0,0,1,0,0,0,0,1,1,0,720,1280,337,325,21:09-5,145,0,0.4384843140864303,Clear,0,0,0,0,0
4246,46705,19388,20130718_174411.jpg,0,1,0,0,0,0,0,1,1,0,960,1280,396,393,20:20+1,96,0,0.2531590367732259,Clear,0,0,0,0,0
4247,51061,3837,20130606_154527.jpg,0,1,0,0,0,0,0,1,1,0,480,640,124,119,19:00+0,195,0,0.5989807122030466,,0,0,0,0,0
4248,54176,8733,20131102_163647.jpg,0,0,1,0,0,0,0,1,1,0,480,640,321,319,16:50+1,46,0,0.3706505546264188,Unknown,0,0,0,0,0
4249,5919,19388,20130528_174404.jpg,1,0,0,0,0,0,0,1,1,0,960,1280,396,393,20:20+1,96,0,0.0,Clear,0,0,0,0,0
4250,20535,3888,20130326_171226.jpg,1,0,0,0,0,0,0,1,1,0,240,320,69,68,18:00+0,48,0,0.5063180735464456,Mostly Cloudy,0,0,0,0,0
4251,40903,861,20140701_033557.jpg,0,1,0,0,0,0,0,1,1,0,480,640,164,163,19:54-7,41,0,0.4814891943498728,Clear,0,0,0,0,0
4252,30205,6798,20130818_185353.jpg,0,1,0,0,0,0,0,1,1,0,480,640,352,350,19:30-1,97,0,0.0711601985248854,Clear,0,0,0,0,0
4253,67428,8733,20131015_173647.jpg,0,0,1,0,0,0,0,1,1,0,480,640,321,319,17:50+1,46,0,1.506.361.517.708.850,Overcast,0,0,0,0,0
4254,18366,11331,20140319_154121.jpg,1,0,0,0,0,0,0,1,1,0,665,857,181,180,18:20+1,99,0,1,17E-14,Clear,0,0,0,0,0
4255,44638,10066,20130611_172723.jpg,0,1,0,0,0,0,0,1,1,0,480,640,278,268,20:00+1,93,0,0.6154934937375105,Partly Cloudy,0,0,0,0,0
4256,41958,17218,20130702_214020.jpg,0,1,0,0,0,0,0,1,1,0,600,960,310,310,20:00-4,140,0,5,85E-16,Unknown,0,0,0,0,0
4257,53297,4801,20111112_091001.jpg,0,0,1,0,0,0,0,1,1,0,480,640,243,241,06:58+1,192,0,0.0926626386566003,Light Drizzle,0,0,0,0,0
4258,82430,9730,20130720_165716.jpg,0,0,0,1,0,0,0,1,1,0,480,640,182,179,17:00-4,243,0,5,66E-03,Scattered Clouds,0,0,0,0,0
4259,7236,19306,20130331_015325.jpg,1,0,0,0,0,0,0,1,1,0,960,1296,272,249,17:55-8,2,0,1,17E-14,Partly Cloudy,0,0,0,0,0
4260,31255,684,20130611_101146.jpg,0,1,0,0,0,0,0,1,1,0,720,1280,523,505,02:54-5,137,0,0.413655434889858,Light Rain,0,1,0,0,0
4261,69561,22788,20141022_125805.jpg,0,0,1,0,0,0,0,1,1,0,800,1280,357,351,16:20+1,142,0,0.18532527731318232,Overcast,0,0,0,0,0
4262,17122,21511,20140525_220205.jpg,1,0,0,0,0,0,0,1,1,0,480,640,231,226,12:44-7,138,0,1.939.262.533.658.910,Overcast,0,0,0,0,0
4263,58693,19306,20131012_005335.jpg,0,0,1,0,0,0,0,1,1,0,960,1296,272,249,16:55-8,2,0,1,17E-14,Scattered Clouds,0,0,0,0,0
4264,28582,3837,20140801_172215.jpg,0,1,0,0,0,0,0,1,1,0,480,640,124,119,19:00+0,98,0,0.6419855924665113,,0,0,0,0,0
4265,50091,3888,20130606_181225.jpg,0,1,0,0,0,0,0,1,1,0,240,320,69,68,19:00+0,48,0,0.32099279623325505,Mostly Cloudy,0,0,0,0,0
4266,52049,684,20121117_224153.jpg,0,0,1,0,0,0,0,1,1,0,720,1280,523,505,16:54-5,47,0,13.518.049.443.930.400,Clear,0,0,0,0,0
4267,21706,10870,20130410_183812.jpg,1,0,0,0,0,0,0,1,1,0,480,640,185,183,18:50+1,48,0,13.402.818.214.558.500,Mostly Cloudy,0,0,0,0,0
4268,67124,684,20121122_224152.jpg,0,0,1,0,0,0,0,1,1,0,720,1280,523,505,16:54-5,47,0,1.468.405.145.585.110,Clear,0,0,0,0,0
4269,45151,162,20140726_233842.jpg,0,1,0,0,0,0,0,1,1,0,720,1280,521,513,19:12-6,94,0,0.3888265556932871,Scattered Clouds,0,0,0,0,0
4270,32995,1093,20140728_005403.jpg,0,1,0,0,0,0,0,1,1,0,480,640,212,207,18:53-6,1,0,0.0678337594600241,Scattered Clouds,0,0,0,0,0
4271,66251,5020,20140422_201530.jpg,0,0,1,0,0,0,0,1,1,0,480,640,247,243,18:00-3,45,0,0.18532527731319973,Partly Cloudy,0,0,0,0,0
4272,66489,3837,20131002_152209.jpg,0,0,1,0,0,0,0,1,1,0,480,640,124,119,13:50+0,92,0,0.3639976764967223,Mostly Cloudy,0,0,0,0,0
4273,53175,9291,20140930_154525.jpg,0,0,1,0,0,0,0,1,1,0,480,640,152,143,18:20+1,95,0,0.6419855924665024,Scattered Clouds,0,0,0,0,0
4274,11713,4679,20140324_174019.jpg,1,0,0,0,0,0,0,1,1,0,480,640,188,185,20:20+1,100,0,0.2349830357063398,Scattered Clouds,0,0,0,0,0
4275,87195,10870,20130103_160801.jpg,0,0,0,1,0,0,0,1,1,0,480,640,185,183,16:20+1,48,0,0.7594771103196813,Mostly Cloudy,0,0,0,0,0
4276,81146,6798,20130219_180949.jpg,0,0,0,1,0,0,0,1,1,0,480,640,352,350,18:00-1,51,0,7,63E+00,Scattered Clouds,0,0,0,0,0
4277,59094,623,20120912_221148.jpg,0,0,1,0,0,0,0,1,1,0,720,1280,435,435,13:52-6,139,0,0.43848431408643374,Partly Cloudy,0,0,0,0,0
4278,29816,9483,20130616_165411.jpg,0,1,0,0,0,0,0,1,1,0,647,1024,306,302,20:20+1,146,0,1,17E-14,Clear,0,0,0,0,0
4279,44784,11331,20140721_174124.jpg,0,1,0,0,0,0,0,1,1,0,665,857,181,180,20:20+1,99,0,1,17E-14,Mostly Cloudy,0,0,0,0,0
4280,66222,162,20140914_003845.jpg,0,0,1,0,0,0,0,1,1,0,720,1280,521,513,17:52-6,46,0,102.095.224.475.503,Clear,0,0,0,0,0
4281,2256,3396,20130511_193842.jpg,1,0,0,0,0,0,0,1,1,0,960,1280,484,482,19:20+1,78,0,38.536.961.881.212.400,Scattered Clouds,0,0,0,0,0
4282,33193,4584,20130826_200647.jpg,0,1,0,0,0,0,0,1,1,0,480,640,246,245,18:50+2,196,0,10.781.000.330.573.400,Clear,0,0,0,0,0
4283,78452,9730,20130607_062704.jpg,0,0,0,1,0,0,0,1,1,0,480,640,182,179,04:00-4,93,0,1,17E-14,Unknown,0,0,0,0,0
4284,19129,4801,20110315_154002.jpg,1,0,0,0,0,0,0,1,1,0,480,640,243,241,18:20+1,100,0,5,14E-01,Scattered Clouds,0,0,0,0,0
4285,43857,8733,20130809_193655.jpg,0,1,0,0,0,0,0,1,1,0,480,640,321,319,19:50+1,46,0,24.189.690.946.865.900,Partly Cloudy,0,0,0,0,0
4286,32484,22788,20140807_165726.jpg,0,1,0,0,0,0,0,1,1,0,800,1280,357,351,20:20+1,143,0,6,17E-02,Clear,0,0,0,0,0
4287,48237,3396,20130709_030837.jpg,0,1,0,0,0,0,0,1,1,0,960,1280,484,482,03:20+1,48,0,3.302.829.428.568.680,Partly Cloudy,0,0,0,0,0
4288,57036,3297,20130923_020131.jpg,0,0,1,0,0,0,0,1,1,0,412,550,242,236,18:00-8,1,0,0.4633131932830162,Scattered Clouds,0,0,0,0,0
4289,22791,162,20140507_003841.jpg,1,0,0,0,0,0,0,1,1,0,720,1280,521,513,17:52-6,46,0,0.4136554348898613,Clear,0,0,0,0,0
4290,88063,4801,20110126_154003.jpg,0,0,0,1,0,0,0,1,1,0,480,640,243,241,16:44+1,4,0,0.010751220065873602,Light Snow,0,0,1,0,0
4291,52057,21510,20130903_013046.jpg,0,0,1,0,0,0,0,1,1,0,480,640,216,213,17:44-7,46,0,9.025.758.096.064.610,Overcast,0,0,0,0,0
4292,60172,10870,20130927_173757.jpg,0,0,1,0,0,0,0,1,1,0,480,640,185,183,17:50+1,47,0,12.972.769.411.923.900,Partly Cloudy,0,0,0,0,0
4293,51217,858,20140612_093258.jpg,0,1,0,0,0,0,0,1,1,0,480,640,278,278,21:53-10,99,0,0.7231251081859117,Mostly Cloudy,0,0,0,0,0
4294,61080,11331,20141006_161130.jpg,0,0,1,0,0,0,0,1,1,0,665,857,181,180,18:00+1,49,0,1,17E-14,Scattered Clouds,0,0,0,0,0
4295,35783,3837,20130702_192221.jpg,0,1,0,0,0,0,0,1,1,0,480,640,124,119,21:00+0,98,0,0.5311469527430489,,0,0,0,0,0
4296,28026,19106,20130822_230646.jpg,0,1,0,0,0,0,0,1,1,0,480,640,256,255,19:00-5,54,0,0.6419855924665161,Unknown,0,0,0,0,0
4297,38975,684,20130612_174152.jpg,0,1,0,0,0,0,0,1,1,0,720,1280,523,505,11:54-5,47,0,0.4384843140863977,Partly Cloudy,0,0,0,0,0
4298,85309,3888,20130214_161222.jpg,0,0,0,1,0,0,0,1,1,0,240,320,69,68,17:00+0,48,0,0.6142759325356343,Mostly Cloudy,0,0,0,0,0
4299,90672,21511,20140228_003150.jpg,0,0,0,1,0,0,0,1,1,0,480,640,231,226,16:44-7,47,0,0.7843059895162581,Partly Cloudy,0,0,0,0,0
4300,49529,3396,20130719_140838.jpg,0,1,0,0,0,0,0,1,1,0,960,1280,484,482,14:20+1,48,0,10.763.715.646.167.600,Partly Cloudy,0,0,0,0,0
4301,2192,9708,20110328_080519.jpg,1,0,0,0,0,0,0,1,1,0,960,1280,133,129,04:55+0,190,0,2.195.748.009.497.000,Unknown,0,0,0,0,0
4302,28509,10870,20130706_200801.jpg,0,1,0,0,0,0,0,1,1,0,480,640,185,183,20:20+1,48,0,13.651.107.006.524.200,Unknown,0,0,0,0,0
4303,8609,4801,20110414_164004.jpg,1,0,0,0,0,0,0,1,1,0,480,640,243,241,19:20+1,100,0,0.23498303570633994,Scattered Clouds,0,0,0,0,0
4304,38278,3837,20130701_165220.jpg,0,1,0,0,0,0,0,1,1,0,480,640,124,119,16:50+0,2,0,0.4384843140864269,Unknown,0,0,0,0,0
4305,88383,22788,20140111_115738.jpg,0,0,0,1,0,0,0,1,1,0,800,1280,357,351,15:20+1,143,0,0.06783375946003835,Mostly Cloudy,0,0,0,0,0
4306,44598,1093,20140621_095405.jpg,0,1,0,0,0,0,0,1,1,0,480,640,212,207,03:53-6,1,0,0.06328975919329849,Overcast,0,0,0,0,0
4307,18384,3837,20140523_185215.jpg,1,0,0,0,0,0,0,1,1,0,480,640,124,119,18:50+0,2,0,0.7279953529934261,Mostly Cloudy,0,0,0,0,0
4308,12206,3395,20110427_180729.jpg,1,0,0,0,0,0,0,1,1,0,485,974,277,275,19:00+0,53,0,0.32099279623325205,,0,0,0,0,0
4309,67232,11160,20130921_165321.jpg,0,0,1,0,0,0,0,1,1,0,480,640,233,232,19:20+0,147,0,0.5096445126113134,Clear,0,0,0,0,0
4310,25889,21511,20140625_223143.jpg,0,1,0,0,0,0,0,1,1,0,480,640,231,226,14:42-7,49,0,10.192.890.252.226.000,Overcast,0,0,0,0,0
4311,32882,6798,20130814_180958.jpg,0,1,0,0,0,0,0,1,1,0,480,640,352,350,18:00-1,51,0,0.1174915178531802,Partly Cloudy,0,0,0,0,0
4312,58705,162,20130902_113829.jpg,0,0,1,0,0,0,0,1,1,0,720,1280,521,513,04:52-6,46,0,0.4384843140864041,Clear,0,0,0,0,0
4313,2760,9291,20140321_154517.jpg,1,0,0,0,0,0,0,1,1,0,480,640,152,143,18:20+1,95,0,0.0,Scattered Clouds,0,0,0,0,0
4314,39190,9708,20110730_183520.jpg,0,1,0,0,0,0,0,1,1,0,960,1280,133,129,19:25+0,50,0,12.203.551.811.989.200,Overcast,0,0,0,0,0
4315,31137,3888,20130817_174355.jpg,0,1,0,0,0,0,0,1,1,0,240,320,69,68,18:30+0,47,0,0.4227434354232956,Partly Cloudy,0,0,0,0,0
4316,9508,8733,20130519_193641.jpg,1,0,0,0,0,0,0,1,1,0,480,640,321,319,19:50+1,46,0,0.4848156334147271,Light Rain,0,1,0,0,0
4317,68777,684,20120930_111200.jpg,0,0,1,0,0,0,0,1,1,0,720,1280,523,505,03:54-5,138,0,0.3821736775635676,Clear,0,0,0,0,0
4318,42054,19106,20130708_083642.jpg,0,1,0,0,0,0,0,1,1,0,480,640,256,255,06:00-5,144,0,7.102.650.102.570.860,Unknown,0,0,0,0,0
4319,53758,7371,20121114_154722.jpg,0,0,1,0,0,0,0,1,1,0,960,1280,487,482,16:50+1,3,0,0.4384843140864288,Scattered Clouds,0,0,0,0,0
4320,34065,260,20130625_011458.jpg,0,1,0,0,0,0,0,1,1,0,720,1280,337,325,19:27-5,47,0,0.9878072678963384,Clear,0,0,0,0,0
4321,19574,204,20140505_004950.jpg,1,0,0,0,0,0,0,1,1,0,480,704,369,366,18:54-6,5,0,0.32099279623325644,Clear,0,0,0,0,0
4322,26630,4679,20140706_174021.jpg,0,1,0,0,0,0,0,1,1,0,480,640,188,185,20:20+1,100,0,0.4566603151533133,Partly Cloudy,0,0,0,0,0
4323,40175,4679,20140628_171015.jpg,0,1,0,0,0,0,0,1,1,0,480,640,188,185,17:20+1,50,0,0.2713350378401083,Light Rain,0,1,0,0,0
4324,55236,4795,20121102_060418.jpg,0,0,1,0,0,0,0,1,1,0,381,508,52,49,03:50+1,194,0,0.16049639811662822,Partly Cloudy,0,0,0,0,0
4325,7079,21510,20140319_233037.jpg,1,0,0,0,0,0,0,1,1,0,480,640,216,213,18:07-7,97,0,865.231.417.766.514,Overcast,0,0,0,0,1
4326,2729,684,20140512_001149.jpg,1,0,0,0,0,0,0,1,1,0,720,1280,523,505,19:14-5,3,0,0.4318314359567368,Thunderstorm,0,0,0,0,1
4327,35577,22788,20140714_175730.jpg,0,1,0,0,0,0,0,1,1,0,800,1280,357,351,21:20+1,143,0,0.27133503784010804,Clear,0,0,0,0,0
